image_id,label,tags,fmt,sel,sel_kind,sel_src,in_p1,in_p2,n_p1,n_p2,p1,p2,kinds,ocr,sec,two,et,file,pred,long,strat,stage
000852,2026-08-14,d,DD.MM.YY,2025-08-14,DDMMYY,p2,True,False,1,1,2026-08-14,2025-08-14,DDMMYY,04446 || BBE 14.082 || PE || BBE 14.08 || E || OBE BE 14 98 || 04446 || BBE 14.08.26,5.7,False,연도만틀림,000852.jpeg,2025-08-14,4032,large,B 1패스엔 있었는데 2패스가 지움
000859,2021-10-28,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,A || M || A 3  3 ||   ||  TA || TA || F,7.6,False,NONE,000859.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000862,2021-10-22,,YYYY.MM.DD,NONE,,,False,False,0,0,,,, || A consommer de pref rence avant le || Consuir preferentemente antes del/ Best before/  35-239-001 || A consumir de prefer ncia antes de || PREDP 22:18:202 - || Poids net : 125 g 228020  1481846 ||  || A consommer de pr f rence avant le/ || Best before/ FR || Consumir preferentemente antes del/ A,18.9,False,NONE,000862.jpg,NONE,1027,mid,D 후보 없음(미검출/전부 미인식)
000863,2021-10-22,2,DD.MM.YYYY,2020-10-NONE,MMYYYY,p1@640,False,False,1,1,2020-10-NONE,2020-10-NONE,MMYYYY,2: 10.2020,2.0,True,전부틀림,000863.jpg,2020-10-NONE,640,small,C 후보는 있는데 전부 오답(오독)
000867,2021-10-23,2,DD.MM.YYYY,NONE,,,False,False,0,0,,,, || T TEGOGold ATCHA COOKIES ER RATE  :   20 2O ||  M || T TEGGOGOold ATCHA COOKIES PRD 8P DATE DATE : 202 2020 1 || a  || TEGO Gld ATCHA COOKIES F8D E8F ATE DATE : 200 21 2020 1 || T TEGOGold ATCHA COOKIES  :   20 2 || 0 TRE  M || T TEGOGOld ATCHA COOKIES DATE DATE :  PA O N || TEGOGOod ATCHA GRERA,16.8,True,NONE,000867.jpg,NONE,1049,mid,D 후보 없음(미검출/전부 미인식)
000868,2021-10-23,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,EGO GGold HA COOKIES BRA  :  20 2 || EGO Gold HA COOKIES ER     202 || EGO GGold IA COOKIES 2829 || EGO LA COCKIES 7od BAPERRIS  0.17  || T || EGO HA COOKIES Gold BRR DATE : . 20 20 || R || EGO Gold IA COOKIES ER   P H O   0  282,7.2,False,NONE,000868.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000877,2023-04-03,d,DD.MM.YY,NONE,,,False,False,0,0,,,,Sera || SADE || HELVA Nettogewicht: TRADITIONAL HELVA S BE SESAMPASTE || Sera || BATCH :094 6/1/3 BEST BEFORE: || SADE || HELVA Net wt.: 12.3 oz - Nettogewicht: TRADITIONAL HELVA S BE SESAMPASTE 350ge || Sera || BATCH :094 6/1/3 BEST BEFORE:OS || SAD || HELVA  Net w. 12.3 oz -3 Nettogewicht: TRADITI,13.9,False,NONE,000877.jpg,NONE,913,mid,D 후보 없음(미검출/전부 미인식)
000878,2023-04-03,t,DD.MM.YY,NONE,,,False,False,0,0,,,,Sera || SADE HELVA Ntw: 2 0.350e Netogowch TRADITIONAL HELVA SUBE SESAMPASTE || Sera || SADE  HELVA VA350 N I A TRADITIONAL HEILVA SUBE SESAMASTE || Sera || BATCH SADE HELVA wich SUBE SESAMPASTE TRADITIONAL HELVA || Sera || SADE HELVA SUBE SESAMPASTE TRADITIONAL HELVA || Sera || BCA SADE HELVA NMt w,6.4,False,NONE,000878.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000880,2021-05-11,2,DD.MM.YYYY,2020-07-15,DMY4,p2,True,False,2,2,2020-07-15;2021-05-11,2020-07-15,DMY4,180  A 888  || AES N5 8N ||   || Tel:  :3022031020 || 24 147-31 6g 44 90g. 155 kal S8ATMU Fax  30 2620031695   || 78    || 94  54  175g NACHO N DIP TOTAL NET WEIGHT: || 0 || A PROD.DATE:15/07/2020 EXP. DATE:11/05/2021 LOT 0720 W 177 5202175019831,3.1,True,전부틀림,000880.jpg,2020-07-15,640,small,B 1패스엔 있었는데 2패스가 지움
000883,2021-07-03,,YYYY.MM.DD,2021-01-04,YYYY,p2,False,False,1,1,2021-01-04,2021-01-04,YYYY, 0 5E 2 || AHAOX O  2021.01.04,1.3,False,월/일틀림,000883.jpg,2021-01-04,1075,mid,C 후보는 있는데 전부 오답(오독)
000884,2021-07-03,2,YYYY.MM.DD,NONE,,,False,False,0,0,,,,  ae B1 20 || A 20:8 5 14x || 7 || 8011500041 || A ae BT  || A 3 17X1 ||  || 80150 500 || ae SR F || A ||  871 20184:0  TX || 801150 300T || h F  || u ||  871 214:  UX || mae 2 W || AA || 8 20211.0 0 X1 ||  Ra 2T 2 ||  30. .3 74x1 || 87 || 801150 04,6.5,True,NONE,000884.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000885,2021-07-09,,YYYY.MM.DD,2020-01-10,CMP6_DMY,p1@640,False,False,1,1,2020-01-10,2020-01-10,CMP6_DMY, 875 SSG.COM || 887 || 804433 100120 207407.09 || ,1.6,False,전부틀림,000885.jpg,2020-01-10,1094,mid,C 후보는 있는데 전부 오답(오독)
000886,2021-07-09,,YYYY.MM.DD,2020-01-10,CMP6_DMY,p2,False,False,1,1,2020-01-10,2020-01-10,CMP6_DMY,47969815 0SOWS SSG.COM || 857 || g804433 100120 20:4207.09 09 mA || HE,1.6,False,전부틀림,000886.jpg,2020-01-10,640,small,C 후보는 있는데 전부 오답(오독)
000887,2021-12-04,,YYYY.MM.DD,2021-01-02,YYYY,p2,True,False,1,1,2021-12-04,2021-01-02,YYYY,Wiatmic R BEFORE 2O21 KF2 Sauce  Chilli Powder  Fried Shallot S  S   y F1 Contains Sachets of 52 1 C-. || ant Noodles || eng || g Spicy || eng das || HALAL || mamic R BEFORE KR Seastng r  Sasonn O S Sy Sauce  ChiliPowder  Fried Shallot 11 Contains Sachets 52 2021 Ched 1 C || ant Noodles || eng || g ,8.8,False,월/일틀림,000887.jpg,2021-01-02,1069,mid,B 1패스엔 있었는데 2패스가 지움
000904,2021-08-31,,DD.MM.YYYY,2021-08-22,DMY4,p2,False,False,1,1,2021-08-22,2021-08-22,DMY4,MiSUrA || MiSU || Merba L2024403234 22-08-2021 || COOKIES with delicious CHOCOLATE Milk Choolate and DOUBLE Dark and,1.6,False,일만틀림,000904.jpg,2021-08-22,640,small,C 후보는 있는데 전부 오답(오독)
000906,2022-01-NONE,,MM.YYYY,2022-10-15,CMP6_DMY,p2,True,False,1,1,2022-01-NONE,2022-10-15,CMP6_DMY, || BP1 .5102 EXP:01.2022 ES RR    FE  A      E EIEA ,1.7,False,월/일틀림,000906.jpg,2022-10-15,640,small,B 1패스엔 있었는데 2패스가 지움
000916,2022-06-06,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,SAAS   A    || AUR  || ABL  ||  ||  ||  0 || o  || HEC S E Xpy E.A       0g 0g 0.78 mg 17 mg 0g 0g 0g x H  L1 1 ||  ||   4 ||   || E  REIE    || Oo L100 g  10 g x 10   || E1 LIEE  LHOU    0  || HIEHIC. Et MaE EX   0g 0 mg 0g 5 M  T ||  || SE wSen 3 || AA  || ENE  OEE 0 ||   4 100 g 10 x 10   || ELA ,26.0,False,NONE,000916.jpg,NONE,905,mid,D 후보 없음(미검출/전부 미인식)
000918,2021-09-17,,YYYY.MM.DD,2020-04-20,SP_DMY,p1@1024,False,False,1,1,2020-04-20,2020-04-20,SP_DMY,228 || 0 088 || 804 888  92 ||  32871 || 37189928239   189280 027  8  08840 || L 01 020299  487 888882402 ||  C4  QRRE880  4 || APPLICATION WRAPPING TIP || 7026859 889  0188 C 8220 899 0 88070218   0180 28442992 ||  871 || 202109.17 || 69012 || 2200 || 30   . || T  08 8102 || HOI 3Z8 7  ||  10 || O ,4.6,False,전부틀림,000918.jpg,2020-04-20,902,mid,C 후보는 있는데 전부 오답(오독)
000923,NONE-02-01,,MM.DD,2020-01-02,DDMMYY,p2,False,False,1,1,2020-01-02,2020-01-02,DDMMYY,02.01.20:49.NO || O87  2 7 x  || aa || 0OE || 100 /1A   || SP 1I0 || oOTETO || DHA,1.5,False,전부틀림,000923.jpg,2020-01-02,876,mid,C 후보는 있는데 전부 오답(오독)
000924,NONE-02-02,,MM.DD,2018-02-02,DDMMYY,p2,False,False,1,1,2018-02-02,2018-02-02,DDMMYY,02.02.18:17.MO || O7 NON 77x  || Aa || DOLGT 100 15a  || M241A80 || OO || OOLY || O GT,1.6,False,연도만틀림,000924.jpg,2018-02-02,1008,mid,C 후보는 있는데 전부 오답(오독)
000927,2021-08-23,,YYYY.MM.DD,2021-01-08,YYYY,p2,True,False,2,2,2021-08-23;2023-04-08,2021-01-08;2023-04-08,CMP6_DMY;YYYY,O1LI0HAETS || EIAEAAX  || 2001044505534 AO M || 40X940 || GASCA2 EN2 2277E2 || 080423 || ER4 2021 .08.23 || OTHER  15:27  7x ,1.7,False,월/일틀림,000927.jpg,2021-01-08,1008,mid,B 1패스엔 있었는데 2패스가 지움
000933,2021-05-26,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,20010560 ||  || 160 || 1610 || 001056 || 981.8526,4.9,False,NONE,000933.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000934,2021-02-10,2,YY.MM.DD,2021-01-25,YY,p1@640,False,False,1,1,2021-01-25,2021-01-25,YY, 252 ||  SAM 21.01.25 21.02.10011 ||     o 10kd,1.7,True,월/일틀림,000934.jpg,2021-01-25,1059,mid,C 후보는 있는데 전부 오답(오독)
000935,2021-02-10,2,YY.MM.DD,2021-01-25,YYMM_DAYLA,p2,False,False,2,4,2021-01-25;2021-01-NONE,2021-01-25;2021-01-NONE,YYMM;YYMM_DAYLA, 21.0125 MIX 21:02:10I IP || C N  10kd H LEA  TAHARSN ||  21.01 25 MX 21:0210  || 1 GO  TET ,2.6,True,월/일틀림,000935.jpg,2021-01-25,640,small,C 후보는 있는데 전부 오답(오독)
000940,2021-10-28,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,3 || 1 2 O B || WSN || CX || 2 R o 8 || S || O || WR ||  C || O 2 O || 6 || R o || T,5.7,False,NONE,000940.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000945,2021-07-03,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,gull n || Dl jlgla || Sdta ||  CUp5  || /2020 || 07 22:13 2021 || gull n || j || Jhain  ||  C || /2020 || 707 221 2021 || gull n || yu || 5 || 53 X3  a5 J || Jo.  || EXP:03 L30899420 03 2013 2021 /2020 || gull n || 2020 || gull n || 020 || gull n || A || S || E || R 0220,6.3,False,NONE,000945.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000953,2021-02-05,2,YY.MM.DD,2021-02-07,YY,p1@640,False,False,1,1,2021-02-07,2021-02-07,YY,LHEN  100  EN || 21.02.07 B   AA 0N00,1.2,True,일만틀림,000953.jpg,2021-02-07,1271,mid,C 후보는 있는데 전부 오답(오독)
000955,2022-01-25,,YY.MM.DD,2022-01-03,YY,p2,False,False,1,1,2022-01-05,2022-01-03,YY,SHINE SHEIE || 28710 || REA || facebook || 22.01.5 22151 TET || XBSS,1.0,False,일만틀림,000955.jpg,2022-01-03,1106,mid,C 후보는 있는데 전부 오답(오독)
000957,2021-02-22,2,YY.MM.DD,2021-01-29,YY,p2,False,False,1,1,2021-01-29,2021-01-29,YY,EV8R ROO 420m 15 kcal || g1  9 1 || 0   || -E M0t  ECOg 0  g 2       10720 || 0 || SE 21.02.2201 21.01.29M || C || 801114 139844,1.6,True,월/일틀림,000957.jpg,2021-01-29,1127,mid,C 후보는 있는데 전부 오답(오독)
000965,2020-07-24,2,DD.MM.YYYY,2023-03-20,YY,p2,False,False,1,1,2023-07-20,2023-03-20,YY,310  DE A AE DEVS CONTA DEMACD CONTEM LACTOSE ||  || hpor   1 OOF 823 5 0213 12 mg 4  621 190 mg 10  8.2 g18 448 8    10 530 cal 44. S || CHOCOLADEFABRIKEN LINDT   SPRONGLE AG || Best before/ Consumir antes de / /Validade /y/tavsiye edilen tuketim ta || A || Prod. date / Fecha de producci n / Data d,21.8,True,전부틀림,000965.jpg,2023-03-20,1313,mid,C 후보는 있는데 전부 오답(오독)
000968,2022-10-17,,YYYY.MM.DD,2022-10-NONE,YYYYMM,p2,False,False,1,1,2022-10-NONE,2022-10-NONE,YYYYMM,H 4 X19 LHS 10 013x10    0XP  || XHES || HERO 2042 98 AXHXI AS7O  4 84 ||  871 WWW.OKCHAWON.CO.KR 2022.10,2.2,False,일만틀림,000968.jpg,2022-10-NONE,640,small,C 후보는 있는데 전부 오답(오독)
000973,2022-12-02,,DD.MM.YY,NONE,,,False,False,0,0,,,,0E51222 || LOCALHONEY || BES122Y2 || LOCALHONEY || 86 || 4888 W || 2 || BESTY  || LOCAL HONEY || H88  || 4888  || a || BES1222 || LOCAL HONEY || BEST2 9Y2 || LOCAL HONEY || A  || 48RH WOURM || BEST2RY2 || LOCAL || 1 || DEST2 AY || LOCAL || BEST22 || LOCAL HONES || BEST   || LOCAL HONEY || B6L || BES,11.4,False,NONE,000973.jpg,NONE,1333,mid,D 후보 없음(미검출/전부 미인식)
000974,2022-12-02,d,DD.MM.YY,NONE,,,False,False,0,0,,,,BES12PY2 || BESTRY || PE1282 || BDLA ||  || BEST2RY || 85S1292,4.6,False,NONE,000974.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000977,2021-11-03,,DD.MM.YYYY,2020-11-03,SP_DMY,p1@640,False,False,1,1,2020-11-03,2020-11-03,SP_DMY,03 11 20 20 || 03112021 || 2 22 A.3 || ruoed Janun pes dron euonewane meepuod ||  T    o aee ae aae ae ame caar || Cca-8 2aed eueed eee || Saa O anb e Pas A  a8 || ee seuddid maapuac || 1-80 : peqsa pie peoda || A48 BROOPO OOSRA || 2a4EH H 88 || Mee bee sn sead oe pnn ecne o penn || aa aie ma ana aa,3.1,False,연도만틀림,000977.jpg,2020-11-03,1299,mid,C 후보는 있는데 전부 오답(오독)
000978,2021-03-11,,MMDDYYYY,2022-02-29,SP_DMY,dilate2/p1@640,False,False,1,1,2022-02-29,2022-02-29,SP_DMY,222 A ||   M    e M  BET CRA       98-0     BINON   ||  an   ||  A n II   Y Y IMY AM EMY    || 22A2 ||      Wa   C              O   ||      ||   W  IN IS I        MPY MANY || 03 || PnM A DIIWO T I ENNONYDNAW DEENN OWA  EN    n u Y I     002-0 jo  ONO NYO     pen  w u   VIANON 1O LENH  y sinueed pue ,10.2,False,전부틀림,000978.jpg,2022-02-29,640,small,C 후보는 있는데 전부 오답(오독)
000980,2021-06-14,2,YYYY.MM.DD,2020-12-15,YYYY,p1@640,False,False,1,1,2020-12-15,2020-12-15,YYYY,2 228 || 2021:05.14722 2020.12.1508:53,1.4,True,전부틀림,000980.jpg,2020-12-15,640,small,C 후보는 있는데 전부 오답(오독)
000982,2022-02-15,t,DD MON YY,NONE,,,False,False,0,0,,,,USE BY 15FEB22B 09107 || ltalian Style bnwy hr PASTA SAUCE Clara Ole mcosel with this arlant Corvenien to use: Indulge in flavors duy  add a sweet y  enich with intensify with lots of and Panstak B  Bro P What you need: dhe tSe  ne . In    A     worcestershire sace pepper meatenderizer extra-virginn,10.9,False,NONE,000982.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000989,2020-07-21,,YY.MM.DD,NONE,,,False,False,0,0,,,,DA CONSUMARSI PREFERIBILMENTE ENTRO IL: BEST BEFORE PREPARATO A BASE DI || GRASSO VEGETALE || A LUNGA CONSERVAZIONE U.H.T. || DA MONTARE E PER CUCINA || 14:54:238409 MIX || 1000 mle FSC F8C C014047 || CPPA c pcucin da Wipping oking for for || DA CONSUMARSI PREFERIBILMENTE ENTRO IL: BEST BEFORE: PREP,21.9,False,NONE,000989.jpg,NONE,1307,mid,D 후보 없음(미검출/전부 미인식)
000990,2020-07-21,,YY.MM.DD,NONE,,,False,False,0,0,,,,BEBS BEFORE  h GRUNG TAA IE U.H.. PREPARATO A BASE DI GRASSO VEGETALE D MNTARE PER CUCINA || MIX || FSC FSC  C014047 || 1000 mle  ucin da Whipping for Cooking || DACTO NEOO Th AN  E PREPARATO A BASE DI RASSR ETAAZ   || MIX || FSC FSC  C014047 || 1000 mle  onn da fWhipping for fCooking || CONERMEN EN,9.1,False,NONE,000990.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000991,2021-03-04,,MON DD YYYY,NONE,,,False,False,0,0,,,,3. || 10  until thickend  stir. || it source of  Cholesterol  use more water. time is approximate. || A. || ues are based on a || ITEHOMINY CORN || ERALS: NIACIN  THIAMIN MONO- VHN  FOLIC ACID. || ods Sales  Inc. Ralcorg Hoodings  Inc. || 18 MO 63188-0618 14173-D || ITH SINEERING FG-ZG1-A 10a R09615,20.8,False,NONE,000991.jpg,NONE,1182,mid,D 후보 없음(미검출/전부 미인식)
000993,NONE-02-18,,MM.DD,NONE,,,False,False,0,0,,,,4EUE || S || a A || 4HE ||   || 3 S || W   02.18771 || 15:49.F16 || 44135 ||   ||  S ||   92.18717 || 15:49.F16 || 4EU || f || 13:1811 || 4 || S || 02.187171 || 15:49.F16 || M || 4EU5 || SA || 5:1916 || 4EUE S T || C || 425 || 1 || f || 13:1911 || 4835 ||   || S || T || 4825 || 8 || S || S 15:49.F16,12.4,False,NONE,000993.jpg,NONE,1186,mid,D 후보 없음(미검출/전부 미인식)
000994,NONE-02-18,,MM.DD,NONE,,,False,False,0,0,,,,03:49F1 18DIAI || U ||   || 024S || PRU || 93   || PR || 03:49FAA || 03:49  || P || R || 93:49A || 3:49A  || C I ||  || 03:49 || 03:491 || PRU || YSPIAI || 03 4S  || U,11.9,False,NONE,000994.jpg,NONE,1364,mid,D 후보 없음(미검출/전부 미인식)
000995,NONE-02-18,,MM.DD,NONE,,,False,False,0,0,,,,3: || o || R || 913 || P || R || 93:49 || D || R || 3:49 || U || . || 3:9 || C || R || 1 48ITI,5.7,False,NONE,000995.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
000996,NONE-02-19,,MM.DD,NONE,,,False,False,0,0,,,,9:18 E || 4EUAE ||   || 8 || NUGT || .1971751 || 4U2E || 8 || NGC || .197171 || 42125 ||   || PA || 1:10F1E || 4R || 8 || 0 || REGS || 93:10 E || 4EHE || 8 || REGE || 13:10E || 4435 || .. || RG || 13:18 E || 4HRE || 8 || RACEE || 13:19E || 4UE || 8 || x || NUGT || 1:19E || C || 45 || 8 || NUGT || 9 ,11.6,False,NONE,000996.jpg,NONE,1263,mid,D 후보 없음(미검출/전부 미인식)
000997,NONE-02-19,,MM.DD,NONE,,,False,False,0,0,,,,13:187FE || C ||  8 485 PUCT  S || 93:18E || C || F 8 4435 120 C || 93:10E || C || 2 4EHE PAUT C || 0O || 93:10E || C || 4MHRC || REGE || 03:19DEE || C || N 8 4EU5 PUCT C || 13:18FNE || C ||  8 485 NECT ,5.7,False,NONE,000997.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001001,2021-09-07,,DD MON YY,NONE,,,False,False,0,0,,,,BEST BEFORE 308.1126 C  SEPRE21    || I || BEST BEFORE 308-11 0  78-FOR21   0 ||  || BEST BEFORE 308:1126  1 || I ||  1 || 07 || 3081128 || BEST BEFORE 30811 E  A 21  || BEST BEFORE 3087  SE i ,5.5,False,NONE,001001.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001002,2022-08-24,b,YYYY.MM.DD,2022-08-NONE,YYYYMM,erode2/p1@640,False,False,1,1,2022-08-NONE,2022-08-NONE,YYYYMM,2082. 08 || 2082 08 || A || 2082. 08 || A || 2022.08,4.3,False,일만틀림,001002.jpg,2022-08-NONE,1014,mid,C 후보는 있는데 전부 오답(오독)
001003,2022-08-24,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,  || 7 C ||  || 7 ||  || 7 || -  || A  . .,6.0,False,NONE,001003.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001004,2020-08-10,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,ES EMN29 20mg x1899 2x2.9g O8 18 BMAx O 9 LIS8140 m UM2.10 3008 Oy 75 2110  19  096 17  6  29 0 m So || HA.CCP 8.718.98 0 || a4 || 2e || Honey Mustard || ES 29 20m0 x189g A8 189 EMx  O G LE140 my 52.18 3009 COSE 35 2  T 9WUP 17  2  59 0 mg 89 09 69 259 519 || HLIDTAER || HA.CCP 2 780 || 4 8 Nt || Ho,18.2,False,NONE,001004.jpg,NONE,832,mid,D 후보 없음(미검출/전부 미인식)
001006,2022-06-29,2,YYYY.MM.DD,2022-06-NONE,YYYYMM,p1@640,False,False,1,1,2022-06-NONE,2022-06-NONE,YYYYMM, || 03223 ||  02380-6 || 3520 mg 165  1562 27 831 6  0g 085  || 0.3 8801161 501687 || 2022.06.,1.7,True,일만틀림,001006.jpg,2022-06-NONE,1008,mid,C 후보는 있는데 전부 오답(오독)
001018,2021-05-15,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,20611 || 21611951. || 15 || 20611951. || 20611951 || 2065515. || 206115. || 161151 || 21611951 || . || ,11.7,False,NONE,001018.jpg,NONE,912,mid,D 후보 없음(미검출/전부 미인식)
001019,2021-05-15,b,YYYY.MM.DD,NONE,,,False,False,0,0,,,,261. || 91 || 20091. || Wh || e151. || 29g185:1,7.2,False,NONE,001019.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001022,2021-06-28,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,2021 10:33 .06 F || 100.1  || Mae || KU94 7 500  A || 2 || a 5F I S28IS8 O1R 2 AS || 2021. 10:33 1:06. F  || 100.1 || Mitk || KUS 7150   || 2 || 5  1 81s 1014 a CAESS || 2021 10:33 .06 || 100. || ae || KUSRE 710500 g aany || 945 A || 2021 1 0:33 .06 || 100.t || KUERRE 71809 500 TRR9 7 || 2021 10:33 ,10.6,False,NONE,001022.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001028,2021-07-07,2,YYYY.MM.DD,2021-08-01,DMY4,p2,True,True,3,9,2021-01-08;2021-07-07;2021-08-01,2021-01-08;2021-07-07;2021-08-01,DMY4;YYYY,  ||  R87181 2021.01.08 B 2021.07.07 7 x/ fog 2O,2.4,True,월/일틀림,001028.jpg,2021-08-01,1008,mid,A 2패스 후보에 정답 있음(선택 실패)
001030,2022-10-NONE,,YYYY.MM,2022-10-01,DMY4,p2,False,False,1,1,2022-10-01,2022-10-01,DMY4,HERSHEY S Kitchens 980BKA1 10 2022 || s al ur 1-1/2 tsp. baking powder 1-2 tsp. baking soda 2 eggs 1 cup milk ||  HRS YS Co  || 12 cuusuga 1 up RSY Co Das of salt 1/3 cup hot water 4 cups milk 3/ tsp. vanilla extract CO 2 || OLIVEL TABL SPON O N FOC OLIVEL OCOA OFC TABL SPOONS  TEASPOONS SHORTENING ,1.7,False,일만틀림,001030.jpg,2022-10-01,1008,mid,C 후보는 있는데 전부 오답(오독)
001031,2022-10-NONE,,MM.YYYY,2022-10-01,DMY4,p2,False,False,1,1,2022-10-01,2022-10-01,DMY4,HERSHEY S Kitchens 98DBKA1 102022 || ERSHEY S  PERFECTLY CHOCOLATE || 12 tsp baking powder T up mil 1/2 cup vegetable l PERFECTLY CHOCOLATE CHOCOLATE FROSTING  recip owt  || ERSHEYS PERFECTLY CHOCOLATE  CHOCOLATE FROSTING   ri cupHERSHEY S CoC 1 tsp. vanilla extrac || Dac   1/3 cup hot water OCO 2  ,2.5,False,일만틀림,001031.jpg,2022-10-01,640,small,C 후보는 있는데 전부 오답(오독)
001035,2021-10-07,2,DD.MM.YYYY,2020-07-07,DMY4,p2,False,False,1,1,2020-07-07,2020-07-07,DMY4,  FE ||   8188 || L /10-3-11523-1-1281    1l 1   2     1n    64 8 ||   G ||  ||      Mat are te Ld ||  ||  na2-n || DR38E    00 0-508 Lnunans 90 n51 || O A H M XROD- g: 90382k e90 ||  ma050 a0u0a  || L   H /10-3-11523-1-1281 185 82  lloay    54 30   u  7. Xg X278  6 U5an5 02-6300-8181   84 46 L8  ||,9.5,True,전부틀림,001035.jpg,2020-07-07,1008,mid,C 후보는 있는데 전부 오답(오독)
001067,2021-12-06,,YYYY.MM.DD,2021-01-12,YYYY,p2,True,False,1,1,2021-12-06,2021-01-12,YYYY,2021 .12.06 || 22x:X || PEACOCK || EST.  2018 || HOE SEOUL WON ||  SA 2,1.4,False,월/일틀림,001067.jpg,2021-01-12,957,mid,B 1패스엔 있었는데 2패스가 지움
001069,2021-03-15,,YYYY.MM.DD,2021-03-10,YYYY,p2,False,False,1,1,2021-03-12,2021-03-10,YYYY,2021.03.12 || O,1.3,False,일만틀림,001069.jpg,2021-03-10,640,small,C 후보는 있는데 전부 오답(오독)
001076,2021-07-31,,YYYY.MM.DD,2031-07-21,DDMMYY,p2,True,False,1,1,2021-07-31,2031-07-21,DDMMYY,BEST BEFORE || 2021.07.31 || EPLPOM || 75261 || Avg. antity B9 kJ  194 Call  20.29 2.6g 1.19 2890 kJ  691 Cal  Avg. Quantity per 100 g 13.9g 72.0g 0 mg 4.0g 6.20 9.2g  1067,1.4,False,전부틀림,001076.jpg,2031-07-21,1269,mid,B 1패스엔 있었는데 2패스가 지움
001084,2021-07-09,,YYYY.MM.DD,2021-07-01,YYYY,p2,False,False,1,1,2021-07-18,2021-07-01,YYYY,Te || OEN  ME LACERE CETT LEI R  LTTEDE F  ||  || 2021.07 18:87  7x1 || HAACCP,1.8,False,일만틀림,001084.jpg,2021-07-01,640,small,C 후보는 있는데 전부 오답(오독)
001091,2021-04-16,,YYYY.MM.DD,2021-04-12,YYYY,p2,True,False,2,4,2020-07-17;2021-04-16,2020-07-17;2021-04-12,YYYY,M7H2 JONGGA 2020.07. 17  2021.04.16  || Joaxa  8722 FLC5.4P 99 412003049000547        PADTX   4F99E ES   ,2.0,False,일만틀림,001091.jpg,2021-04-12,640,small,B 1패스엔 있었는데 2패스가 지움
001095,2022-01-12,2,YY.MM.DD,2022-01-NONE,YYMM,p2,False,False,1,1,2021-01-13,2022-01-NONE,YYMM,DA || 21.01.13 1108  22 01 12KB ,1.4,True,일만틀림,001095.jpg,2022-01-NONE,640,small,C 후보는 있는데 전부 오답(오독)
001096,2021-06-11,2,YYYY.MM.DD,2021-11-06,DMY4,p2,True,True,3,9,2021-01-12;2021-06-11;2021-11-06,2021-01-12;2021-06-11;2021-11-06,DMY4;YYYY,2 || 1D || Do || gO || OE 2021.06.11 2021.01.12 U:7  KIS  S 214218 H8US 4EB EMAX  BIO200 Ga 650 mg 9g 22g 61g 18g 5 mg Dl 69 71 10 41  40  16  1 ,3.2,True,월/일틀림,001096.jpg,2021-11-06,992,mid,A 2패스 후보에 정답 있음(선택 실패)
001097,2021-06-11,2,YYYY.MM.DD,2021-01-01,YYYY,p2,True,False,3,3,2021-01-12;2021-06-11;2021-11-06,2021-01-01,YYYY,S || one gom  gOgE || TOE 08:15A04 F5 2021.06.11 2021.01.12 1 0 1 427 24  HA SAX NXI  C   650 mg 229 5 mg 0 61 g 1 g 69 1 ,2.8,True,월/일틀림,001097.jpg,2021-01-01,640,small,B 1패스엔 있었는데 2패스가 지움
001101,2021-03-14,2,YYYY.MM.DD,2021-01-14,YYYY,p1@640,False,False,1,1,2021-01-14,2021-01-14,YYYY,E || 2021.01.14X 2021.003.14x1 ||  edate   e EE || Pulmuone || T 4RE 849   2 42 25  3109 EBL AHER E AMUOIWVER  0-10 c  PAHA ZUE ,1.6,True,월/일틀림,001101.jpg,2021-01-14,640,small,C 후보는 있는데 전부 오답(오독)
